absolute_resolution_multiplier,absolute_term_enabled,arm,attack_cost_model,attacker_capability,capability_ratio,cell_id,collapse_severity,defender_capability,defense_cost_model,defense_input_count,effective_attack_cost,effective_defense_cost,elapsed_seconds,failure_count,failure_rate,frontier_validator_count,institution_alone_corner,institution_hidden_count,institution_hidden_rate,institution_validator_count,mean_measured_rank,mean_seconds_per_run,merge_rule,n,pairwise_checks,partition_corruption_count,partition_corruption_rate,pass_name,rank_visible_failure_count,rank_visible_failure_rate,resolution_probability,structural_point_index,true_effective_rank,validator_set_size
1.0,False,false_cluster_injection,linear,1.0,1.0,8b4970fd881a806a923d,0.33,1.0,pairwise_exact,4,2.0,6.0,0.0137251615524292,168,0.84,1,False,0,0.0,1,3.215,6.862580776214599e-05,threshold_greedy_complete_linkage,200,6,0,0.0,complete_linkage,0,0.0,0.4,1,2,2
1.0,False,false_cluster_injection,superlinear,1.0,1.0,906ae73c5560166ffcb8,0.0,1.0,static_baseline,6,8.0,1.0,0.00864063948392868,8,0.04,3,False,0,0.0,1,4.04,4.3203197419643404e-05,threshold_greedy_complete_linkage,200,15,0,0.0,complete_linkage,0,0.0,0.9696969696969697,4,4,4
1.0,False,false_cluster_injection,linear,1.0,1.0,93cc946665d816608feb,0.0,1.0,static_baseline,6,4.0,1.0,0.0077025434002280235,23,0.115,3,False,0,0.0,1,4.115,3.8512717001140114e-05,threshold_greedy_complete_linkage,200,15,0,0.0,complete_linkage,0,0.0,0.9411764705882353,4,4,4
1.0,False,false_cluster_injection,superlinear,1.0,1.0,959557a03520eec9f146,1.0,1.0,static_baseline,6,2.8284271247461903,1.0,0.008319735527038574,48,0.24,3,False,0,0.0,1,2.275,4.159867763519287e-05,threshold_greedy_complete_linkage,200,15,0,0.0,complete_linkage,0,0.0,0.8497788951776651,7,2,4
1.0,False,false_cluster_injection,linear,1.0,1.0,96f5cf0602fc38c7ca22,1.0,1.0,pairwise_exact,3,1.0,3.0,0.01488938182592392,200,1.0,0,True,0,0.0,1,3.0,7.44469091296196e-05,threshold_greedy_complete_linkage,200,3,0,0.0,complete_linkage,0,0.0,0.0,24,1,1
1.0,False,false_cluster_injection,linear,1.0,1.0,9b68ca7033ae77cc984c,1.0,1.0,static_baseline,10,2.0,1.0,0.0231035016477108,88,0.44,7,False,0,0.0,1,2.49,0.000115517508238554,threshold_greedy_complete_linkage,200,45,0,0.0,complete_linkage,0,0.0,0.8,11,2,8
1.0,False,false_cluster_injection,linear,1.0,1.0,9ec38f06a01639a21675,1.0,1.0,static_baseline,18,2.0,1.0,0.008924342691898346,60,0.3,15,False,0,0.0,1,2.315,4.462171345949173e-05,threshold_greedy_complete_linkage,200,153,0,0.0,complete_linkage,0,0.0,0.8,15,2,16
1.0,False,false_cluster_injection,superlinear,1.0,1.0,9f868c982a38069b6ffc,0.66,1.0,static_baseline,18,36.4828726939094,1.0,0.021478526294231415,1,0.005,15,False,0,0.0,1,11.005,0.00010739263147115708,threshold_greedy_complete_linkage,200,153,0,0.0,complete_linkage,0,0.0,0.9975143644853586,14,11,16
1.0,False,false_cluster_injection,linear,1.0,1.0,a4e2440f82840d944229,0.33,1.0,static_baseline,4,2.0,1.0,0.007615221664309502,63,0.315,1,False,0,0.0,1,2.365,3.807610832154751e-05,threshold_greedy_complete_linkage,200,6,0,0.0,complete_linkage,0,0.0,0.8,1,2,2
1.0,False,false_cluster_injection,superlinear,1.0,1.0,a7fb1636d2461e014b00,0.66,1.0,pairwise_exact,10,14.696938456699069,45.0,0.008496508002281189,123,0.615,7,False,0,0.0,1,6.74,4.2482540011405944e-05,threshold_greedy_complete_linkage,200,45,0,0.0,complete_linkage,0,0.0,0.6621155654131893,10,6,8
