rr,phi,alpha,seed,termination_reason,steps_run,population_final,ai_generation_final,L_t_final,U_sys_final,integral_U_sys,u_sys_tail_estimate,u_sys_total_estimate
0.055,15.0,2.0,1,extinction,644,0,85,0.0001,0.009337134995335615,34172.11419991832,0.48372398201839417,34172.597923900335
0.06,5.0,0.5,1,extinction,546,0,52,0.0009000000000000001,0.02638363734478806,12233.20439361441,1.288633680489604,12234.493027294899
0.06,5.0,1.0,2,extinction,415,0,55,0.0009000000000000001,0.06125630325288451,13680.796063545245,4.775900271299249,13685.571963816545
0.06,5.0,1.0,1,extinction,546,0,52,0.0009000000000000001,0.02638363734478806,12233.20439361441,1.288633680489604,12234.493027294899
0.06,5.0,0.5,4,extinction,634,0,48,0.0009000000000000001,0.018842332840736324,10868.640797570852,0.5345032300844306,10869.175300800936
0.06,5.0,2.0,2,extinction,415,0,55,0.0009000000000000001,0.06125630325288451,13680.796063545245,4.775900271299249,13685.571963816545
0.06,5.0,2.0,1,extinction,546,0,52,0.0009000000000000001,0.02638363734478806,12233.20439361441,1.288633680489604,12234.493027294899
0.06,5.0,0.5,3,extinction,853,0,51,0.0009000000000000001,0.014095499176257116,11295.958417209511,0.05981986363650955,11296.018237073147
0.06,5.0,1.0,4,extinction,634,0,48,0.0009000000000000001,0.018842332840736324,10868.640797570852,0.5345032300844306,10869.175300800936
0.06,5.0,0.5,0,extinction,942,0,56,0.0009000000000000001,0.013742954251203955,13248.41764766365,0.024565371131193472,13248.442213034781
0.06,10.0,0.5,2,extinction,415,0,77,0.0019344076553786554,0.10579094014373984,29395.478836528866,4.776410997994752,29400.25524752686
0.06,5.0,1.0,3,extinction,853,0,51,0.0009000000000000001,0.014095499176257116,11295.958417209511,0.05981986363650955,11296.018237073147
0.06,5.0,1.0,0,extinction,942,0,56,0.0009000000000000001,0.013742954251203955,13248.41764766365,0.024565371131193472,13248.442213034781
0.06,10.0,0.5,1,extinction,546,0,78,0.0001,0.01588883462808388,26861.97241645597,1.288884962800888,26863.26130141877
0.06,5.0,2.0,4,extinction,634,0,48,0.0009000000000000001,0.018842332840736324,10868.640797570852,0.5345032300844306,10869.175300800936
0.06,5.0,2.0,0,extinction,942,0,56,0.0009000000000000001,0.013742954251203955,13248.41764766365,0.024565371131193472,13248.442213034781
