action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_defense_active,parameter_phi,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
True,True,True,0.0,True,False,False,False,93.71185057703406,0,True,0,0.5956581288037404,0,False,True,linux,1.0,0.30278157439854736,full,300,False,25.0,0,17,20,attack-v2-row-v1,539955273,262,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,76.59714095806703,0,True,0,0.9763171740166435,0,False,True,linux,1.0,0.300679002055679,full,300,False,1.0,0,17,20,attack-v2-row-v1,768074150,212,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,98.27885916177183,0,True,0,0.549799368476338,0,False,True,linux,1.0,0.3094450837161994,full,300,False,10.0,0,17,20,attack-v2-row-v1,1816892775,270,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,107.6531022330746,0,False,1,0.7071104498182519,0,False,True,linux,1.0,0.30215044238503247,full,300,False,15.0,0,17,20,attack-v2-row-v1,2037979620,300,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,77.69916646601632,0,True,0,0.9198983285265402,0,False,True,linux,1.0,0.2996695818500339,full,300,False,15.0,0,18,20,attack-v2-row-v1,17774988,218,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,99.83890080591664,0,True,0,0.49326479143911617,0,False,True,linux,1.0,0.2561907350980782,full,300,False,25.0,0,18,20,attack-v2-row-v1,117303397,281,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,83.6558615299873,0,True,0,0.7844675584132926,0,False,True,linux,1.0,0.29572790923038034,full,300,False,5.0,0,18,20,attack-v2-row-v1,544759282,234,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,95.14259382896125,0,True,0,0.6067179097758664,0,False,True,linux,1.0,0.295576661242583,full,300,False,10.0,0,18,20,attack-v2-row-v1,1692853466,260,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,82.2592918658629,0,True,0,0.833722192670474,0,False,True,linux,1.0,0.2934398582015742,full,300,False,1.0,0,18,20,attack-v2-row-v1,1780406882,228,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,90.8895805310458,0,True,0,0.6311936295129704,0,False,True,linux,1.0,0.29857124680031316,full,300,False,25.0,0,19,20,attack-v2-row-v1,684206522,256,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,93.94370241230354,0,True,0,0.6007899923860253,0,False,True,linux,1.0,0.2883264585503947,full,300,False,5.0,0,19,20,attack-v2-row-v1,889231506,261,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,83.88743011001498,0,True,0,0.7766128624765722,0,False,True,linux,1.0,0.3019689736487593,full,300,False,15.0,0,19,20,attack-v2-row-v1,1236204229,235,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,96.58391342684627,0,True,0,0.5659830055973243,0,False,True,linux,1.0,0.29068306786688525,full,300,False,1.0,0,19,20,attack-v2-row-v1,1652071382,267,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,True,False,False,False,82.03091880772263,0,True,0,0.8321300183238871,0,False,True,linux,1.0,0.28767071842675596,full,300,False,10.0,0,19,20,attack-v2-row-v1,1730462867,228,300,False,False,sub_threshold_drift,0,0,0,False
True,True,True,0.0,False,False,True,True,109.4769090693444,0,False,314,64.14422726082627,0,False,True,linux,1.0,0.3037062127869462,full,300,True,5.0,0,0,20,attack-v2-row-v1,974937818,300,300,False,True,sub_threshold_drift,0,0,0,False
True,True,True,0.0,False,False,True,True,109.14142041699961,0,False,345,72.16312820258901,0,False,True,linux,1.0,0.31291507393781653,full,300,True,1.0,0,0,20,attack-v2-row-v1,1547927411,300,300,False,True,sub_threshold_drift,0,0,0,False
True,True,True,0.0,False,False,True,True,108.80498936399817,0,False,351,71.7004534050756,0,False,True,linux,1.0,0.29064879349424727,full,300,True,10.0,0,0,20,attack-v2-row-v1,1835086199,300,300,False,True,sub_threshold_drift,0,0,0,False
