action_modified,attack_attempted,attack_succeeded,capture_rate,collapsed,contamination_occurred,defense_active,defense_fired,elapsed_seconds,evaluated_yield_opportunities,extinct,final_population,final_u_sys_v2,honest_yield_opportunities,integrity_tamper_attempted,is_v2_mode,machine,max_total_suppression,min_resilience_stock,mode,n_candidates_v2,parameter_base_transition_cost,parameter_defense_active,ratified_yields,replicate,rollout_steps_v2,schema_version,seed,steps_completed,steps_requested,succession_blocked,survived,vector,yield_checks,yield_condition_blocked_count,yield_condition_met_count,yield_manipulated
False,True,False,0.0,False,False,True,True,89.12581080000382,1,False,297,96.75130632253807,1,False,True,laptop,1.0,0.2873531453272463,full,300,2.0,True,1,14,20,attack-v2-row-v1,1636083476,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,86.34198440000182,1,False,303,109.22996722841606,1,False,True,laptop,1.0,0.3140113844468723,full,300,2.5,True,1,14,20,attack-v2-row-v1,1895545487,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.23470050000469,1,False,304,110.38765889248621,1,False,True,laptop,1.0,0.309652078728151,full,300,2.0,True,1,15,20,attack-v2-row-v1,992899613,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,86.13183940001181,1,False,307,108.60931311284908,1,False,True,laptop,1.0,0.29859569602147784,full,300,2.5,True,1,15,20,attack-v2-row-v1,1224838713,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.65768860001117,1,False,346,123.06512799596068,1,False,True,laptop,1.0,0.3019052098867849,full,300,1.5,True,1,15,20,attack-v2-row-v1,1854100188,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.23896020001848,1,False,295,100.99168355808698,1,False,True,laptop,1.0,0.3217783007658775,full,300,1.5,True,1,16,20,attack-v2-row-v1,549181770,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,86.12618709998787,1,False,288,99.01978778304749,1,False,True,laptop,1.0,0.2767915589942413,full,300,2.5,True,1,16,20,attack-v2-row-v1,844004185,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.26537450001342,1,False,277,99.40735900300695,1,False,True,laptop,1.0,0.3053302635363746,full,300,2.0,True,1,16,20,attack-v2-row-v1,1021572289,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.83167340001091,1,False,340,124.01403492544921,1,False,True,laptop,1.0,0.29725453703217036,full,300,1.5,True,1,17,20,attack-v2-row-v1,790396790,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,85.89868850001949,1,False,344,114.79191263933126,1,False,True,laptop,1.0,0.280440684565027,full,300,2.5,True,1,17,20,attack-v2-row-v1,1181353202,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.2882813999895,1,False,291,104.34322207062431,1,False,True,laptop,1.0,0.2975404608510073,full,300,2.0,True,1,17,20,attack-v2-row-v1,2079958498,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.81794609999633,1,False,319,112.88279875672006,1,False,True,laptop,1.0,0.3266931002897637,full,300,1.5,True,1,18,20,attack-v2-row-v1,818316770,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,89.57189700001618,1,False,297,105.36992376442538,1,False,True,laptop,1.0,0.3047654981094858,full,300,2.0,True,1,18,20,attack-v2-row-v1,1039013147,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,85.83674329999485,1,False,299,106.95233604193194,1,False,True,laptop,1.0,0.3149598695223473,full,300,2.5,True,1,18,20,attack-v2-row-v1,1706757849,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,88.25218439998571,1,False,268,82.19495469264467,1,False,True,laptop,1.0,0.3019783796640744,full,300,1.5,True,1,19,20,attack-v2-row-v1,1197286088,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,87.95739679998951,1,False,312,110.94360987444809,1,False,True,laptop,1.0,0.31289320947338356,full,300,2.0,True,1,19,20,attack-v2-row-v1,1537643103,300,300,False,True,successor_contamination,250,0,1,False
False,True,False,0.0,False,False,True,True,85.4722441000049,1,False,360,117.89508335272632,1,False,True,laptop,1.0,0.32571094051336735,full,300,2.5,True,1,19,20,attack-v2-row-v1,1984287700,300,300,False,True,successor_contamination,250,0,1,False
